F1 Score,Label,Model,Precision,Recall,Model_label
0.9996820574416221,0,lr,0.9994349085258176,0.9999293286219081,lr0.0
0.7804878048780487,1,lr,0.9411764705882353,0.6666666666666666,lr1.0
0.9997880233174351,0,rf,0.9996114447191805,0.9999646643109541,rf0.0
0.8604651162790697,1,rf,0.9736842105263158,0.7708333333333334,rf1.0
0.9997880083383387,0,gbt,0.9996820462092842,0.9998939929328622,gbt0.0
0.8666666666666666,1,gbt,0.9285714285714286,0.8125,gbt1.0
0.9996997262209664,0,lsvc,0.9994349284831362,0.9999646643109541,lsvc0.0
0.7901234567901234,1,lsvc,0.9696969696969697,0.6666666666666666,lsvc1.0
